WID,ISLAND,YR_DRILLED,INIT_HEAD,INIT_HEAD2,INIT_HEAD3,Temp_F,Temp_C,GROUND_EL,WELL_DEPTH
2-5944-002,Kauai,2008,2.8,,,77.36,25.2,7.8,24.5
4-0354-007,Molokai,2008,1,,,0,-17.77777778,24,31
8-4161-010,Hawaii,2008,1,,,0,-17.77777778,28.05,51.9
8-4262-003,Hawaii,2008,1,,,0,-17.77777778,71.59,82.07
2-0622-004,Kauai,2008,203,,,,,363,300
2-1120-048,Kauai,2008,-75,,,,,120,200
2-1124-003,Kauai,2008,40,,,,,200,250
2-1325-005,Kauai,2008,3.1,,,,,121,157
3-2710-008,Oahu,2008,146,,,,,390,295
3-3306-013,Oahu,2008,-8,,,,,142.3,190
3-3306-014,Oahu,2008,14,12.4,14.38,,,144,180
3-3306-015,Oahu,2008,-8,,,,,147,180
3-3306-016,Oahu,2008,12,,,,,125,150
3-3306-017,Oahu,2008,14,,,,,140,190
3-3306-019,Oahu,2008,-19.63,,,,,80,195
3-3306-023,Oahu,2008,17,17,17.53,,,92.5,180
3-3307-025,Oahu,2008,-95,,,,,85,220
6-5515-008,Maui,2008,5,,,,,190,220
6-5515-009,Maui,2008,4,,,,,300,335
8-1253-001,Hawaii,2008,2,,,,,54.6,59
8-1253-002,Hawaii,2008,2,,,,,72.8,75
8-3383-001,Hawaii,2008,2,,,,,31.8,41
8-3486-005,Hawaii,2008,,,,,,120,131
8-3486-007,Hawaii,2008,4.4,,,,,135,135
8-3487-004,Hawaii,2008,2,,,,,199,220
8-3585-008,Hawaii,2008,1,,,,,21.5,25
8-3586-026,Hawaii,2008,0,,,,,68,73
8-3586-028,Hawaii,2008,2,,,,,19.8,28
8-3586-029,Hawaii,2008,1,,,,,38,47
8-3587-016,Hawaii,2008,2.2,,,,,99,104
8-3587-017,Hawaii,2008,2,,,,,63.6,64
8-3686-012,Hawaii,2008,2,,,,,28.2,34
8-3686-017,Hawaii,2008,0.17,,,,,30.6,40
8-3686-019,Hawaii,2008,1,,,,,23.6,26
8-3686-020,Hawaii,2008,2,,,,,36.9,46
8-3686-021,Hawaii,2008,2,,,,,26.8,31
8-3686-022,Hawaii,2008,2,,,,,30.6,36
8-3686-023,Hawaii,2008,1,,,,,35.5,44
8-3686-024,Hawaii,2008,2,,,,,37.6,44
8-3686-025,Hawaii,2008,2,,,,,29.6,35
8-3686-026,Hawaii,2008,2,,,,,28.4,35
8-3687-028,Hawaii,2008,2,,,,,42,48
8-3687-055,Hawaii,2008,0,,,,,53.6,63
8-3687-056,Hawaii,2008,8.4,,,,,85,91
8-3687-057,Hawaii,2008,2,,,,,50,60
8-3687-058,Hawaii,2008,2,,,,,82.8,95
8-3687-060,Hawaii,2008,1,,,,,68.5,75
8-3687-062,Hawaii,2008,1,,,,,66.3,75
8-3687-063,Hawaii,2008,2,,,,,26.4,29
8-3687-064,Hawaii,2008,2,,,,,45,51
8-3687-065,Hawaii,2008,2,,,,,80.4,85
8-3687-066,Hawaii,2008,2,,,,,72.4,79
8-3687-067,Hawaii,2008,2,,,,,49,50
8-3688-019,Hawaii,2008,2,,,,,108,118
8-3688-021,Hawaii,2008,3,,,,,112,117
8-3688-024,Hawaii,2008,2,,,,,97.7,107
8-4161-011,Hawaii,2008,1.68,,,,,16.58,131.3
8-4161-012,Hawaii,2008,2,,,,,21,44.2
8-4162-004,Hawaii,2008,1.68,,,,,12.8,23.5
8-4162-005,Hawaii,2008,0.72,,,,,6.7,11
8-4162-006,Hawaii,2008,0.18,,,,,7.9,15
8-4162-007,Hawaii,2008,0.85,,,,,8.9,14.2
8-4262-004,Hawaii,2008,,,,,,,45
8-4262-005,Hawaii,2008,,,,,,,65
8-4262-006,Hawaii,2008,,,,,,,85
8-4361-001,Hawaii,2008,,,,,,,150
8-4363-014,Hawaii,2008,,,,,,,20
8-4363-015,Hawaii,2008,,,,,,,40
8-4363-016,Hawaii,2008,,,,,,,60
8-4363-017,Hawaii,2008,,,,,,,20
8-4363-018,Hawaii,2008,,,,,,,40
8-4363-019,Hawaii,2008,,,,,,,60
8-4463-005,Hawaii,2008,,,,,,,20
8-4463-006,Hawaii,2008,,,,,,,40
8-4463-007,Hawaii,2008,,,,,,,60
8-4859-004,Hawaii,2008,,,,,,,27
8-4860-005,Hawaii,2008,,,,,,,163
8-4958-002,Hawaii,2008,2,,,,,4,35
8-4959-024,Hawaii,2008,1,,,,,33,37
8-5005-006,Hawaii,2008,168.4,,,,,200,93
8-5058-005,Hawaii,2008,8.64,,,,,33,40
8-5058-006,Hawaii,2008,2,,,,,23,27
8-5058-008,Hawaii,2008,1.5,,,,,34,37
8-5408-002,Hawaii,2008,5,,,,,210,219
8-5552-002,Hawaii,2008,1,,,,,38,71
8-5611-001,Hawaii,2008,643,,,,,660,93
8-6049-009,Hawaii,2008,1,,,,,5,8
8-6652-001,Hawaii,2008,8,,,,,100,103
3-3307-023,Oahu,2007,-13,5,,71,21.66666667,105,160
6-5631-009,Maui,2007,4.8,4.8,4.8,0,-17.77777778,396.5,903
8-3587-011,Hawaii,2007,,,,0,-17.77777778,,
8-4859-010,Hawaii,2007,1.3,,,0,-17.77777778,122,135
2-0221-005,Kauai,2007,-69.32,40.58,41.27,,,296.68,430
2-0323-004,Kauai,2007,426.3,,,,,456,200
2-0419-004,Kauai,2007,4.74,,,,,18,140
2-1119-002,Kauai,2007,2.33,,,,,24,80
2-1120-043,Kauai,2007,5.04,,,,,20,82
2-1120-047,Kauai,2007,4,,,,,13,80
2-1121-006,Kauai,2007,133,,,,,248,230
2-1123-009,Kauai,2007,340,,,,,430,215
2-1223-003,Kauai,2007,258.4,,,,,318,350
2-1325-004,Kauai,2007,8,,,,,201,268
3-2355-016,Oahu,2007,17,,,,,128,200
3-2703-005,Oahu,2007,22.37,,,,,811,944
3-3306-022,Oahu,2007,4.41,,,,,105.44,160
3-3307-022,Oahu,2007,18.48,,,,,90,220
3-3307-024,Oahu,2007,12.5,,,,,130,163
6-0037-001,Maui,2007,0,,,,,78,150
6-4527-018,Maui,2007,3.14,,,,,18,50
6-5018-001,Maui,2007,23,,,,,1841,1880
6-5513-002,Maui,2007,,,,,,,305
6-5513-003,Maui,2007,2.5,,,,,84.36,95
6-5515-005,Maui,2007,5,,,,,326,350
8-2780-001,Hawaii,2007,0,,,,,34,38
8-3257-001,Hawaii,2007,0.17,,,,,54.9,60
8-3281-002,Hawaii,2007,2,,,,,43.8,49
8-3486-003,Hawaii,2007,,,,,,130,114
8-3486-006,Hawaii,2007,0.17,,,,,101.6,110
8-3585-005,Hawaii,2007,0.17,,,,,12.6,19
8-3585-006,Hawaii,2007,15,,,,,15,24
8-3586-020,Hawaii,2007,0,,,,,20,25
8-3586-021,Hawaii,2007,0.17,,,,,28,38
8-3586-024,Hawaii,2007,0.17,,,,,20.6,29
8-3586-025,Hawaii,2007,0.17,,,,,29.6,37
8-3587-006,Hawaii,2007,,,,,,,110
8-3587-012,Hawaii,2007,0.17,,,,,75,80
8-3587-013,Hawaii,2007,0.3,,,,,92.4,107
8-3588-003,Hawaii,2007,0.3,,,,,116.8,124
8-3588-004,Hawaii,2007,,,,,,137,
8-3686-018,Hawaii,2007,0.17,,,,,23.5,28
8-3687-040,Hawaii,2007,0.3,,,,,78,86
8-3687-041,Hawaii,2007,0.3,,,,,73,78
8-3687-046,Hawaii,2007,10,,,,,92,102
8-3687-047,Hawaii,2007,0.3,,,,,71.7,78
8-3687-048,Hawaii,2007,0.3,,,,,77.6,87
8-3687-049,Hawaii,2007,10,,,,,90,100
8-3687-051,Hawaii,2007,0.17,,,,,37,43
8-3687-052,Hawaii,2007,0.17,,,,,52.2,60
8-3687-053,Hawaii,2007,0.17,,,,,72,80
8-3688-016,Hawaii,2007,0.3,,,,,107.2,121
8-3688-018,Hawaii,2007,0.3,,,,,92,106
8-3786-003,Hawaii,2007,0.17,,,,,28,37
8-3787-009,Hawaii,2007,0.17,,,,,59.6,65
8-4001-001,Hawaii,2007,,,,,,,90
8-4161-005,Hawaii,2007,1.99,1,,,,47.3,58.5
8-4161-006,Hawaii,2007,0.88,1,,,,41.7,49.7
8-4161-007,Hawaii,2007,1.93,1.4,,,,38,49.7
8-4161-008,Hawaii,2007,1.93,,,,,31,44
8-5058-004,Hawaii,2007,,,,,,,94
8-5059-001,Hawaii,2007,,,,,,,40
8-5407-001,Hawaii,2007,0.3,,,,,158.8,183
8-6953-003,Hawaii,2007,1,1,1,,,342,351
8-7552-002,Hawaii,2007,0.5,,,,,283.6,310
8-3802-007,Hawaii,2006,285,,,65,18.33333333,,
2-0321-002,Kauai,2006,0,,,,,7,235
2-0519-007,Kauai,2006,29.66,,,,,160,245
2-1225-005,Kauai,2006,2.14,,,,,17,60
2-1233-001,Kauai,2006,20.563,,,,,50,80
2-1326-003,Kauai,2006,6,4,,,,13,120
3-1805-016,Oahu,2006,1.38,,,,,19.5,25
3-1805-017,Oahu,2006,0.05,0.5,,,,10,120
3-1805-018,Oahu,2006,0.5,,,,,NA,120
6-5230-002,Maui,2006,13.93,,,,,682,1800
6-5515-006,Maui,2006,324,,,,,329,345
6-5517-006,Maui,2006,5,,,,,480,500
8-0445-001,Hawaii,2006,3.54,,,,,1935,2020
8-2385-001,Hawaii,2006,0.17,,,,,96,104
8-2385-002,Hawaii,2006,0,,,,,87.6,90
8-2979-011,Hawaii,2006,,,,,,40,55
8-3180-002,Hawaii,2006,,,,,,,132
8-3384-001,Hawaii,2006,0.3,0.17,,,,105,110
8-3486-004,Hawaii,2006,0.3,,,,,97,105
8-3487-003,Hawaii,2006,0.3,,,,,134,147
8-3585-004,Hawaii,2006,0,,,,,16,20
8-3586-010,Hawaii,2006,0,,,,,27,32
8-3586-011,Hawaii,2006,0.17,,,,,42,50
8-3586-012,Hawaii,2006,,,,,,,36
8-3586-013,Hawaii,2006,0.3,,,,,79.6,85
8-3586-014,Hawaii,2006,0.3,0.17,,,,58,64
8-3586-015,Hawaii,2006,0.3,,,,,33,35
8-3586-016,Hawaii,2006,0.2,0.17,,,,60,70
8-3587-009,Hawaii,2006,0.3,,,,,113,113
8-3587-010,Hawaii,2006,0.17,,,,,105,109
8-3589-003,Hawaii,2006,,,,,,,205
8-3686-010,Hawaii,2006,0.4,,,,,25.4,30
8-3686-011,Hawaii,2006,,,,,,,32
8-3686-013,Hawaii,2006,0,,,,,37,43
8-3686-016,Hawaii,2006,0,,,,,25,29
8-3687-023,Hawaii,2006,0.17,,,,,66,73
8-3687-025,Hawaii,2006,0.17,,,,,51,56
8-3687-026,Hawaii,2006,0.17,,,,,51,59
8-3687-031,Hawaii,2006,0.17,,,,,63,70
8-3687-032,Hawaii,2006,10,,,,,75,75
8-3687-033,Hawaii,2006,0.17,,,,,71,80
8-3687-035,Hawaii,2006,10,,,,,73,73
8-3687-036,Hawaii,2006,,,,,,52,55
8-3687-037,Hawaii,2006,0.33,,,,,77,86
8-3687-038,Hawaii,2006,0,,,,,35,41
8-3687-039,Hawaii,2006,0.33,,,,,81,86
8-3688-011,Hawaii,2006,0.17,,,,,96,101
8-3688-014,Hawaii,2006,,,,,,100,109
8-3688-015,Hawaii,2006,,,,,,120,119
8-3787-008,Hawaii,2006,0.17,,,,,65,75
8-5408-001,Hawaii,2006,0.5,,,,,199,217
8-6116-001,Hawaii,2006,0.67,,,,,260,280
8-3586-009,Hawaii,2005,0,,,,,97,123
2-1120-046,Kauai,2005,42.65,,,69,20.55555556,110,180
8-3487-002,Hawaii,2005,0,,,71,21.66666667,122,135
8-3586-008,Hawaii,2005,,,,71,21.66666667,,28
8-3687-011,Hawaii,2005,10,,,71,21.66666667,100,108
2-0522-001,Kauai,2005,96/68,,,,,298,200
2-1324-004,Kauai,2005,47,,,,,265,185
2-1324-005,Kauai,2005,5,,,,,290,340
3-1750-015,Oahu,2005,0.1,,,,,5.1,205
3-1750-016,Oahu,2005,0.3,,,,,5.3,250
3-1750-017,Oahu,2005,0.2,,,,,5.2,250
3-1750-018,Oahu,2005,-1.9,,,,,3.1,255
3-1750-019,Oahu,2005,-2.9,,,,,2.1,260
3-1750-020,Oahu,2005,-2.9,,,,,2.1,205
3-1750-021,Oahu,2005,-2.7,,,,,2.3,250
3-2456-005,Oahu,2005,20.06,,,,,75,1060
3-2503-004,Oahu,2005,23,,,,,692,808
3-3412-004,Oahu,2005,6.14,,,,,27.81,180
6-5514-011,Maui,2005,1.61,,,,,235,255
6-5616-009,Maui,2005,6,,,,,200,230
8-3486-002,Hawaii,2005,,,,,,,103
8-3500-002,Hawaii,2005,,,,,,240,242
8-3586-004,Hawaii,2005,,,,,,,71
8-3586-005,Hawaii,2005,,,,,,24,30
8-3586-006,Hawaii,2005,,,,,,80,76
8-3586-007,Hawaii,2005,,,,,,50,37
8-3587-007,Hawaii,2005,,,,,,100,112
8-3587-008,Hawaii,2005,,,,,,100,89
8-3588-002,Hawaii,2005,,,,,,140,137
8-3686-004,Hawaii,2005,,,,,,30,30
8-3686-005,Hawaii,2005,,,,,,40,42
8-3686-007,Hawaii,2005,,,,,,50,45
8-3686-009,Hawaii,2005,0,,,,,35,40
8-3687-010,Hawaii,2005,,,,,,68,80
8-3687-012,Hawaii,2005,1,,,,,67,87
8-3687-013,Hawaii,2005,,,,,,60,68
8-3687-015,Hawaii,2005,,,,,,25,30
8-3687-016,Hawaii,2005,,,,,,80,74
8-3687-018,Hawaii,2005,0,,,,,72,80
8-3687-019,Hawaii,2005,0.17,,,,,68,75
8-3687-020,Hawaii,2005,0.17,,,,,52,58
8-3687-021,Hawaii,2005,0.17,,,,,52,58
8-3687-022,Hawaii,2005,0.17,,,,,32,37
8-3687-024,Hawaii,2005,0.17,,,,,37,43
8-3688-005,Hawaii,2005,,,,,,,103
8-3688-006,Hawaii,2005,0,,,,,71,74
8-3688-007,Hawaii,2005,6,,,,,102,112
8-3688-008,Hawaii,2005,,,,,,,112
8-3688-010,Hawaii,2005,,,,,,,112
8-3688-012,Hawaii,2005,,,,,,,106
8-3786-001,Hawaii,2005,,,,,,,35
8-3787-005,Hawaii,2005,,,,,,,68
8-3787-006,Hawaii,2005,,,,,,,45
8-4161-003,Hawaii,2005,,,,,,75.1,132
8-4707-001,Hawaii,2005,,,,,,722,720
8-5205-001,Hawaii,2005,55,,,,,55,60
8-5652-001,Hawaii,2005,0.42,,,,,37,60
8-6451-004,Hawaii,2005,,,,,,,291
8-3505-002,Hawaii,2004,25,,,67,19.44444444,1000,985
8-3486-001,Hawaii,2004,0,,,0,-17.77777778,,130
2-5227-002,Kauai,2004,1.5,,,,,7,27
3-2503-003,Oahu,2004,22.16,NA,,,,737,1610
3-2703-003,Oahu,2004,22.11,,,,,818,937
3-2703-004,Oahu,2004,19.92,,,,,852,972
3-2704-001,Oahu,2004,19.59,,,,,985,1105
3-3956-008,Oahu,2004,14.29,,,,,23,860
8-1229-003,Hawaii,2004,380,,,,,1500,1170
8-3153-002,Hawaii,2004,1316,,,,,2875,1675
8-3487-001,Hawaii,2004,0,,,,,100,110
8-3687-007,Hawaii,2004,,,,,,60,71
8-3687-009,Hawaii,2004,,,,,,25,31
8-5206-003,Hawaii,2004,0,,,,,100,110
8-5751-004,Hawaii,2004,0,,,,,10,80
8-6331-001,Hawaii,2004,,,,,,2498,1725
2-0720-004,Kauai,2003,381,,,,,563,595
2-1123-008,Kauai,2003,292,,,,,431,201
2-1124-001,Kauai,2003,300,,,,,340,301
2-5721-002,Kauai,2003,10,,,,,21,125
3-1750-014,Oahu,2003,0,,,,,,400
3-2345-001,Oahu,2003,5,,,,,,60
3-2359-019,Oahu,2003,10.01,,,,,12,208
3-4057-017,Oahu,2003,12.07,,,,,122,960
8-3687-006,Hawaii,2003,29,,,,,29,41
3-2052-012,Oahu,2002,21.9,,,71.96,22.2,31,1150
2-0918-003,Kauai,2002,5.1,,,,,28,160
2-1120-039,Kauai,2002,10.43,,,,,144,175
2-1221-010,Kauai,2002,5,,,,,215,340
3-1906-011,Oahu,2002,2.91,,,,,18,56
3-2403-002,Oahu,2002,15.45,,,,,645,1350
3-3113-002,Oahu,2002,NA,NA,NA,,,10,35
3-3113-003,Oahu,2002,NA,,,,,19,45
3-3113-004,Oahu,2002,4.02,,,,,19,70
3-3113-005,Oahu,2002,4.05,,,,,20,100
3-3113-006,Oahu,2002,NA,,,,,235,320
3-3213-008,Oahu,2002,4.99,,,,,11,35
3-3213-009,Oahu,2002,3.81,,,,,19,45
3-3213-010,Oahu,2002,3.78,,,,,18,70
3-3213-011,Oahu,2002,3.82,,,,,19,106
3-3405-005,Oahu,2002,16.28,NA,NA,,,406,1100
8-2979-006,Hawaii,2002,0.56,,,,,7,12
8-2979-007,Hawaii,2002,1.5,,,,,12,15
8-2979-008,Hawaii,2002,0.9,,,,,12,15
8-2979-009,Hawaii,2002,1.13,,,,,12,15
8-3389-002,Hawaii,2002,11.58,,,,,411,426
8-3586-003,Hawaii,2002,3,31,,,,34,42
8-3587-005,Hawaii,2002,NA,,,,,NA,95
8-3688-003,Hawaii,2002,4,,,,,92,100
8-3688-004,Hawaii,2002,5.18,,,,,103,108
2-0720-003,Kauai,2001,12,,,,,203,347
2-1120-031,Kauai,2001,10.03,,,,,89,205
2-1120-032,Kauai,2001,13.41,,,,,310,517
2-1120-033,Kauai,2001,13.13,,,,,95,180
2-1120-035,Kauai,2001,12.8,,,,,99,210
2-1120-037,Kauai,2001,,,,,,95,101
2-1121-001,Kauai,2001,78,,,,,312,510
2-1123-005,Kauai,2001,285.16,,,,,421,222
2-1123-006,Kauai,2001,284.87,,,,,414,219
2-1221-005,Kauai,2001,197.6,,,,,258,292
2-1224-001,Kauai,2001,,,,,,320,443
2-1324-001,Kauai,2001,216.3,,,,,278,375
2-1324-002,Kauai,2001,40,,,,,286,366
2-5723-001,Kauai,2001,240,,,,,272,70
2-5723-002,Kauai,2001,237,,,,,266,79
2-5723-003,Kauai,2001,228.8,,,,,260,70
2-5945-003,Kauai,2001,,,,,,11,550
2-5945-004,Kauai,2001,13,,,,,,605
3-1751-008,Oahu,2001,6,,,,,,101
3-1850-030,Oahu,2001,20.34,,,,,175,1500
3-2355-015,Oahu,2001,17.92,,,,,491,1617
3-2459-026,Oahu,2001,15.13,,,,,86,1080
3-2557-004,Oahu,2001,,,,,,212,1244
3-2702-010,Oahu,2001,,,,,,718,670
3-3755-010,Oahu,2001,16.35,,,,,160,1053
4-0800-001,Molokai,2001,9.05,,,,,982,1585
6-4422-001,Maui,2001,5.58,,,,,1864,1940
6-5125-004,Maui,2001,2.78,,,,,289,307
6-5125-005,Maui,2001,3.03,,,,,228,246
6-5125-006,Maui,2001,6.49,,,,,305,322
6-5616-007,Maui,2001,4.1,,,,,232,260
6-5739-003,Maui,2001,,,,,,664,1268
8-3858-001,Hawaii,2001,NA,,,,,736,1310
8-4806-001,Hawaii,2001,19.8,,,,,402,420
8-4959-010,Hawaii,2001,0.25,,,,,9,20
8-4959-011,Hawaii,2001,0.25,,,,,8,20
8-4959-012,Hawaii,2001,0.5,,,,,7,17
8-4960-001,Hawaii,2001,0.25,,,,,8,18
8-5751-002,Hawaii,2001,0,,,,,10,80
8-6016-001,Hawaii,2001,10.07,,,,,538,600
2-0620-004,Kauai,2000,157,,,,,135,250
2-0620-006,Kauai,2000,159,,,,,137,275
2-1120-029,Kauai,2000,18.61,,,,,297,445
2-1123-004,Kauai,2000,287.24,,,,,397,200
3-1952-048,Oahu,2000,,,,,,21,1200
3-2201-010,Oahu,2000,20.3,,,,,84,1113
3-2253-003,Oahu,2000,210.9,,,,,225,1575
3-2456-004,Oahu,2000,15.39,,,,,447,1469
3-2458-006,Oahu,2000,13.7,,,,,,1316
3-2500-003,Oahu,2000,20.82,,,,,376,1358
3-2602-002,Oahu,2000,,,,,,612,1895
8-2979-002,Hawaii,2000,10,,,,,6,13
8-2979-003,Hawaii,2000,10,,,,,11,19
8-2979-004,Hawaii,2000,14,,,,,12,19
8-2979-005,Hawaii,2000,18,,,,,12,25
8-3057-001,Hawaii,2000,1.72,,,,,101,106
8-3157-001,Hawaii,2000,1,,,,,30,46
8-3457-004,Hawaii,2000,1.86,,,,,308,738
8-3687-003,Hawaii,2000,1.54,,,,,57,70
8-6049-007,Hawaii,2000,54,,,,,54,157
8-4203-016,Hawaii,1999,13,50,13,0,-17.77777778,28,10201
2-0520-001,Kauai,1999,11.7,,,,,103,175
2-0622-003,Kauai,1999,262.17,,,,,317,295
2-1120-019,Kauai,1999,30,,,,,31,122
2-1120-026,Kauai,1999,71.48,,,,,309,465
2-1123-003,Kauai,1999,343.5,,,,,416,224
2-1222-003,Kauai,1999,340.1,,,,,376,221
3-1747-005,Oahu,1999,8.93,,,,,188,217
3-1848-001,Oahu,1999,24.3,,,,,185,1423
3-1900-023,Oahu,1999,,,,,,,9
3-2052-015,Oahu,1999,,,,,,154,2035
3-2103-005,Oahu,1999,14.75,,,,,148,300
8-3759-001,Hawaii,1999,0.8,,,,,37,47
8-4203-017,Hawaii,1999,2,2,2,,,29.03,38
8-4959-009,Hawaii,1999,18,,,,,18.8,60
8-6141-001,Hawaii,1999,1243,,,,,2506,1507
3-2002-017,Oahu,1998,2,,,78.08,25.6,30,48
2-0919-005,Kauai,1998,74.99,,,,,127,190
2-1123-002,Kauai,1998,324.8,,,,,349,349
2-5844-003,Kauai,1998,2,,,,,12,85
2-5844-005,Kauai,1998,2.5,,,,,14,115
2-5945-002,Kauai,1998,,,,,,,545
3-1902-005,Oahu,1998,1.6,,,,,36,68
3-1902-006,Oahu,1998,1.4,,,,,,6
3-1902-007,Oahu,1998,,,,,,,3
3-1902-008,Oahu,1998,,,,,,,2
3-2001-013,Oahu,1998,,,,,,34,48
3-2001-014,Oahu,1998,1.5,,,,,,5
3-2001-015,Oahu,1998,,,,,,,5
3-2001-016,Oahu,1998,3,30.5,,,,34,47
3-2002-019,Oahu,1998,2.9,,,,,,5
3-2002-020,Oahu,1998,,,,,,,5
3-2600-009,Oahu,1998,,,,,,565,563
8-4805-001,Hawaii,1998,21.4,,,,,319,350
2-0919-004,Kauai,1997,300,,,59,15,219,344
2-1120-022,Kauai,1997,234.38,,,,,314,203
2-1120-028,Kauai,1997,30,,,,,27,80
2-5844-004,Kauai,1997,2,,,,,13,71
3-1906-008,Oahu,1997,,,,,,12,115
3-1906-009,Oahu,1997,,,,,,26,135
3-1906-010,Oahu,1997,,,,,,36,140
3-1952-047,Oahu,1997,0,,,,,,160
3-2006-018,Oahu,1997,,,,,,19,125
3-2255-040,Oahu,1997,17.39,,,,,59,1014
3-2702-009,Oahu,1997,,,,,,701,701
3-2702-011,Oahu,1997,,,,,,693,700
3-2703-002,Oahu,1997,23.5,,,,,850,994
3-3453-012,Oahu,1997,15.3,,,,,53,294
8-0339-001,Hawaii,1997,436.06,,,,,1944,1946
8-3686-001,Hawaii,1997,28,,,,,30,47
8-5206-002,Hawaii,1997,39.38,,,,,76,105
2-1120-024,Kauai,1996,12.7,,,,,37,60
2-5844-001,Kauai,1996,,,,,,,158
3-1747-004,Oahu,1996,9.9,151.3,,,,161,805
3-2802-001,Oahu,1996,274.46,415,,,,689,555
8-4061-001,Hawaii,1996,2.5,34,,,,37,52
8-4161-001,Hawaii,1996,0.5,22,,,,23,34
8-4161-002,Hawaii,1996,2.7,52,,,,55,69
8-4462-005,Hawaii,1996,1.4,,,,,140,172
8-4462-006,Hawaii,1996,2.4,,,,,55,83
8-4462-007,Hawaii,1996,2.4,,,,,55,64
8-4463-001,Hawaii,1996,2.6,,,,,21,50
8-4463-002,Hawaii,1996,2.6,,,,,21,40
8-4463-003,Hawaii,1996,2.6,,,,,21,30
8-3587-003,Hawaii,1995,,,,73.04,22.8,,107
2-0121-001,Kauai,1995,115.2,,,,,289,1143
2-0620-003,Kauai,1995,,,,,,93,235
2-1326-002,Kauai,1995,0,,,,,8,85
3-1948-003,Oahu,1995,,,,,,,600
3-2959-001,Oahu,1995,275.25,634.75,,,,910,816
3-3004-004,Oahu,1995,274.5,553.5,,,,828,770
3-3453-015,Oahu,1995,29.4,35.58,,,,65,402
6-5125-001,Maui,1995,4.83,,,,,301,325
6-5125-002,Maui,1995,4.7,216.57,,,,221,245
6-5125-003,Maui,1995,2.71,,,,,241,260
6-5530-003,Maui,1995,NA,,,,,,210
8-3207-004,Hawaii,1995,1007.93,678.6,,,,1687,1143
8-3485-002,Hawaii,1995,,,,,,,79
8-4010-001,Hawaii,1995,996.77,799,,,,1796,1397
2-1120-020,Kauai,1994,,,,,,187,170
2-5826-001,Kauai,1994,51,,,,,,384
3-2401-002,Oahu,1994,5,460,,,,465,476
3-2401-003,Oahu,1994,28,254,,,,282,273
3-2801-002,Oahu,1994,273.74,554.26,,,,828,739
3-2900-002,Oahu,1994,285.55,616.45,,,,902,796
3-2901-013,Oahu,1994,270.79,581.99,,,,855,669
3-2902-003,Oahu,1994,274,553,,,,827,720
3-2903-001,Oahu,1994,272.38,589.62,,,,862,743
3-3004-005,Oahu,1994,273.37,671.63,,,,945,815
3-3204-001,Oahu,1994,12.44,729.15,,,,740,795
3-3406-012,Oahu,1994,11.1,41.99,,,,52,665
3-3406-013,Oahu,1994,11.87,30.48,,,,41,51
3-3407-037,Oahu,1994,11.7,6.1,,,,5,140
3-3503-001,Oahu,1994,7.15,664.59,,,,670,773
3-3604-001,Oahu,1994,4.4,304.6,,,,308,700
2-0323-001,Kauai,1993,417,45,,,,462,230
2-1120-013,Kauai,1993,63,38,,,,101,90
2-5825-002,Kauai,1993,279.21,196.5,,,,476,450
3-1850-029,Oahu,1993,,,,,,10,65
3-2107-007,Oahu,1993,3.5,,,,,200,220
3-2600-006,Oahu,1993,313,,,,,332,350
3-2600-007,Oahu,1993,418,,,,,437,450
3-2600-008,Oahu,1993,20,,,,,358,370
3-2702-006,Oahu,1993,22,,,,,674,670
3-2702-007,Oahu,1993,19,,,,,717,730
3-2702-008,Oahu,1993,,,,,,713,730
3-3004-001,Oahu,1993,268.96,,,,,854,645
3-3004-002,Oahu,1993,267.75,,,,,945,711
3-3004-003,Oahu,1993,271.01,,,,,883,649
3-3307-021,Oahu,1993,11.29,,,,,100,180
3-3406-014,Oahu,1993,10.92,,,,,9,89
3-3406-015,Oahu,1993,11.15,,,,,9,300
3-3505-025,Oahu,1993,4.75,,,,,233,251
3-3505-026,Oahu,1993,10.52,,,,,287,355
8-4403-003,Hawaii,1993,1.7,1.7,1.7,,,15,3454
8-5648-003,Hawaii,1992,4.4,,,82.58,28.1,598,637
2-5823-003,Kauai,1992,200.26,,,,,213,20
3-2103-004,Oahu,1992,15,,,,,146,490
3-2146-003,Oahu,1992,,,,,,,150
3-2303-007,Oahu,1992,,,,,,299,1055
3-2813-003,Oahu,1992,0,,,,,10,25
4-0547-001,Molokai,1992,,,,,,,5
6-4126-004,Maui,1991,,,,,,,80
6-5539-002,Maui,1991,2.2,,,,,927,990
6-5938-003,Maui,1991,5.4,,,,,771,813
8-2883-007,Hawaii,1991,18.7,,,,,588,640
8-2983-002,Hawaii,1991,16,,,,,610,720
8-3155-001,Hawaii,1991,,,,,,1741,1505
8-3255-001,Hawaii,1991,420,,,,,1693,1543
8-3957-002,Hawaii,1991,,,,,,1601,1623
8-4959-013,Hawaii,1991,0.25,,,,,9,20
8-4959-014,Hawaii,1991,0.53,,,,,9,20
8-4959-015,Hawaii,1991,0.53,,,,,7,15
8-4959-016,Hawaii,1991,0.47,,,,,7,18
8-4960-003,Hawaii,1991,0.11,,,,,3,15
8-4960-004,Hawaii,1991,0.5,,,,,3,10
8-6240-001,Hawaii,1991,,,,,,2970,2016
6-5514-001,Maui,1990,14.7,,,71.96,22.2,134,195
3-2951-005,Oahu,1990,,,,,,,15
5-4553-001,Lanai,1990,20,,,,,695,750
6-3726-004,Maui,1990,0,,,,,18,19
