WID,ISLAND,YR_DRILLED,INIT_HEAD,INIT_HEAD2,INIT_HEAD3,Temp_F,Temp_C,GROUND_EL,WELL_DEPTH
3-3013-002,Oahu,1962,,,,,,8,90
3-3013-003,Oahu,1962,,,,,,30,40
3-3013-004,Oahu,1962,,,,,,25,40
3-3013-005,Oahu,1962,,,,,,20,60
3-3013-006,Oahu,1962,,,,,,35,36
3-3013-007,Oahu,1962,,,,,,5,40
3-3013-008,Oahu,1962,,,,,,5,15
3-3113-001,Oahu,1962,,,,,,20,30
3-3213-001,Oahu,1962,18,,,,,5,20
3-3213-002,Oahu,1962,,,,,,10,10
3-3213-003,Oahu,1962,,,,,,10,20
3-3213-004,Oahu,1962,,,,,,5,20
3-3213-005,Oahu,1962,,,,,,15,90
3-3407-026,Oahu,1962,6,,,,,8,20
3-3409-018,Oahu,1962,14.3,,,,,21,40
3-3409-019,Oahu,1962,2.3,,,,,9,60
3-3409-020,Oahu,1962,17,,,,,30,60
3-3409-021,Oahu,1962,,,,,,40,10
3-3409-022,Oahu,1962,,,,,,40,20
3-3409-023,Oahu,1962,,,,,,45,30
3-3410-011,Oahu,1962,6.4,,,,,7,90
3-3410-012,Oahu,1962,,,,,,35,30
3-3411-014,Oahu,1962,26.4,,,,,42,100
3-3411-015,Oahu,1962,10.6,,,,,19,100
3-3412-003,Oahu,1962,10,,,,,13,20
3-3414-001,Oahu,1962,3,,,,,18,50
3-3505-023,Oahu,1962,10.6,,,,,20,35
3-3506-008,Oahu,1962,2.9,,,,,10,100
3-3506-009,Oahu,1962,4.1,,,,,20,40
3-3507-001,Oahu,1962,,,,,,10,100
3-3511-001,Oahu,1962,13.3,,,,,10,50
3-3605-026,Oahu,1962,,,,,,30,50
3-3605-027,Oahu,1962,,,,,,10,20
6-5227-006,Maui,1962,,,,,,40,58
6-5228-008,Maui,1962,,,,,,40,61
6-5228-009,Maui,1962,,,,,,40,85
6-5228-010,Maui,1962,10,,,,,40,45
6-5228-011,Maui,1962,,,,,,40,58
6-5327-001,Maui,1962,,,,,,35,60
6-5327-008,Maui,1962,,,,,,,71
6-5327-009,Maui,1962,,,,,,,76
6-5328-030,Maui,1962,,,,,,30,40
6-5328-031,Maui,1962,,,,,,35,51
6-5328-032,Maui,1962,7,,,,,35,61
6-5328-033,Maui,1962,,,,,,35,59
6-5328-034,Maui,1962,,,,,,35,76
6-5328-035,Maui,1962,3,,,,,35,71
6-5328-036,Maui,1962,,,,,,35,91
6-5329-001,Maui,1962,,,,,,80,120
6-5329-007,Maui,1962,,,,,,90,
6-5329-008,Maui,1962,,,,,,90,116
6-5329-009,Maui,1962,,,,,,80,112
8-6745-001,Hawaii,1962,,,,,,3950,151
8-2686-001,Hawaii,1961,,,,130.1,54.5,1009,217
8-3081-002,Hawaii,1961,,,,109.4,43,250,290
8-6148-001,Hawaii,1961,4.4,,,80.96,27.2,583,601
2-5625-001,Kauai,1961,170,,,75.56,24.2,330,470
6-5130-001,Maui,1961,12,,,69.8,21,551,757
3-2255-037,Oahu,1961,13.3,,,,,256,345
3-2255-038,Oahu,1961,16.5,,,,,270,359
3-2255-039,Oahu,1961,15.8,,,,,258,399
3-2448-002,Oahu,1961,211.6,,,,,216,180
3-2658-001,Oahu,1961,17.8,,,,,703,805
3-2658-002,Oahu,1961,,,,,,702,835
3-2811-001,Oahu,1961,,,,,,300,350
8-2686-002,Hawaii,1961,,,,,,1035,558
8-2982-001,Hawaii,1961,,,,,,563,690
8-6049-002,Hawaii,1960,,,,78.8,26,40,76
8-4203-001,Hawaii,1960,6.7,,,69.98,21.1,40,54
8-4203-002,Hawaii,1960,9.1,,,69.98,21.1,41,55
8-4203-003,Hawaii,1960,5.8,,,69.98,21.1,41,56
2-5523-002,Kauai,1960,,,,,,100,230
3-1748-011,Oahu,1960,,,,,,29,1404
3-1851-057,Oahu,1960,26.9,,,,,23,1509
3-1851-058,Oahu,1960,,,,,,6,710
3-1851-059,Oahu,1960,25.9,,,,,8,678
3-1940-001,Oahu,1960,,,,,,25,80
3-1940-011,Oahu,1960,,,,,,3,30
3-1952-035,Oahu,1960,12.9,,,,,15,250
3-2548-003,Oahu,1960,,,,,,,4
3-2711-003,Oahu,1960,1,,,,,12,210
3-2711-004,Oahu,1960,1,,,,,12,30
3-2751-004,Oahu,1960,191.3,,,,,205,31
6-5328-029,Maui,1960,,,,,,,
8-4858-001,Hawaii,1960,0.8,,,,,501,528
3-1806-020,Oahu,1959,,,,77,25,5,
3-1806-021,Oahu,1959,,,,77,25,5,
3-1807-001,Oahu,1959,,,,77,25,3,
3-1807-002,Oahu,1959,,,,77,25,3,
3-1807-003,Oahu,1959,,,,77,25,4,
3-1807-004,Oahu,1959,,,,77,25,4,
3-2301-034,Oahu,1959,17,,,72.5,22.5,131,194
3-2300-020,Oahu,1959,18.93,,,71.96,22.2,13,204
3-1642-001,Oahu,1959,,,,,,,220
3-1751-003,Oahu,1959,,,,,,,92
3-1806-003,Oahu,1959,0.5,,,,,12,100
3-1806-004,Oahu,1959,,,,,,12,50
3-1806-005,Oahu,1959,,,,,,12,40
3-1952-034,Oahu,1959,4,,,,,15,85
3-2052-010,Oahu,1959,24.2,,,,,80,283
3-2054-002,Oahu,1959,,,,,,6,677
3-2201-013,Oahu,1959,18.58,,,,,5,200
3-2301-035,Oahu,1959,18.2,,,,,133,197
3-2301-036,Oahu,1959,19.5,,,,,131,198
3-2301-037,Oahu,1959,19.3,,,,,130,195
3-2356-052,Oahu,1959,16.2,,,,,87,172
3-2356-053,Oahu,1959,17.3,,,,,26,250
3-2358-043,Oahu,1959,,,,,,25,30
3-2359-018,Oahu,1959,,,,,,24,126
3-2803-004,Oahu,1959,273,,,,,757,757
3-2803-005,Oahu,1959,277.4,,,,,857,1020
3-2803-006,Oahu,1959,276.8,,,,,757,646
3-3453-004,Oahu,1959,6.4,,,,,8,379
3-3453-005,Oahu,1959,5.1,,,,,8,750
3-4101-010,Oahu,1959,3.6,,,,,58,100
6-4326-006,Maui,1959,,,,,,75,110
6-5129-001,Maui,1959,9,,,,,143,250
6-5228-007,Maui,1959,9,,,,,116,190
8-4189-001,Hawaii,1959,3.4,,,,,36,58
3-2607-001,Oahu,1958,35.7,,,75.2,24,395,451
3-2359-015,Oahu,1958,17.8,,,70.7,21.5,9,191
3-2359-017,Oahu,1958,17.2,,,70.7,21.5,11,175
3-2359-016,Oahu,1958,16.8,,,70.52,21.4,10,162
3-2358-042,Oahu,1958,17.1,,,68.9,20.5,10,110
3-3553-002,Oahu,1958,20.7,,,67.64,19.8,7,305
8-4059-001,Hawaii,1958,1.6,,,67.46,19.7,800,853
3-1743-001,Oahu,1958,,,,,,,60
3-1851-054,Oahu,1958,28.5,,,,,34,460
3-1851-055,Oahu,1958,1,,,,,16,40
3-1851-056,Oahu,1958,1,,,,,16,30
3-2107-006,Oahu,1958,2.1,,,,,58,125
3-2343-002,Oahu,1958,3.5,,,,,40,199
3-2356-051,Oahu,1958,1.5,,,,,5,1308
3-2455-002,Oahu,1958,19.44,,,,,128,206
3-2710-002,Oahu,1958,13.6,,,,,48,80
3-2803-002,Oahu,1958,191.8,,,,,860,1020
3-2803-003,Oahu,1958,203.6,,,,,863,1020
3-3453-003,Oahu,1958,21.8,,,,,9,441
3-3506-007,Oahu,1958,10.6,,,,,24,30
3-3705-001,Oahu,1958,2.24,,,,,16,29
6-5328-027,Maui,1958,,,,,,,317
6-5328-028,Maui,1958,,,,,,,312
2-0044-015,Kauai,1957,,,,75.2,24,54,63
2-5633-001,Kauai,1957,18,,,75.2,24,138,138
3-3406-005,Oahu,1957,11,,,73.76,23.2,28,100
2-0345-004,Kauai,1957,,,,73.4,23,57,62
3-2550-001,Oahu,1957,180,,,72.5,22.5,190,200
3-2302-002,Oahu,1957,20.9,,,71.96,22.2,201,338
3-2302-001,Oahu,1957,20.8,,,71.6,22,201,350
3-3406-006,Oahu,1957,10.99,,,71.6,22,12,100
3-4101-008,Oahu,1957,19.6,,,69.8,21,63,141
3-2358-041,Oahu,1957,15.91,,,68,20,3,166
2-0818-002,Kauai,1957,14,,,,,270,486
3-1805-001,Oahu,1957,1.1,,,,,22,50
3-1806-001,Oahu,1957,0.8,,,,,9,50
3-1806-002,Oahu,1957,0.8,,,,,7,50
3-1905-002,Oahu,1957,2.1,,,,,62,90
3-1906-001,Oahu,1957,1,,,,,32,50
3-1906-002,Oahu,1957,1.7,,,,,60,75
3-1906-007,Oahu,1957,1.3,,,,,18,50
3-1952-032,Oahu,1957,,,,,,,40
3-2000-003,Oahu,1957,1.5,,,,,20,50
3-2000-004,Oahu,1957,3,,,,,20,55
3-2000-005,Oahu,1957,2,,,,,20,63
3-2358-039,Oahu,1957,17.8,,,,,10,120
3-2408-005,Oahu,1957,2.1,,,,,62,86
3-2409-024,Oahu,1957,,,,,,51,68
3-2457-001,Oahu,1957,19.7,,,,,267,398
3-2457-002,Oahu,1957,18.6,,,,,267,415
3-2459-017,Oahu,1957,22,,,,,19,142
3-2550-002,Oahu,1957,,,,,,250,305
3-2550-003,Oahu,1957,,,,,,250,180
3-2649-001,Oahu,1957,,,,,,90,205
3-2650-002,Oahu,1957,,,,,,160,326
3-2803-001,Oahu,1957,192.2,,,,,866,1020
3-4101-009,Oahu,1957,7.8,,,,,19,131
8-4304-002,Hawaii,1957,,,,,,10,26
3-2808-001,Oahu,1956,441.3,,,79.7,26.5,437,535
2-0818-001,Kauai,1956,12.5,,,74.3,23.5,272,433
3-2359-014,Oahu,1956,19.1,,,70.7,21.5,8,171
3-1547-001,Oahu,1956,,,,,,,70
3-1841-001,Oahu,1956,,,,,,37,275
3-1851-053,Oahu,1956,0.4,,,,,8,122
3-2107-002,Oahu,1956,2.1,,,,,22,204
3-2107-003,Oahu,1956,1.7,,,,,28,204
3-2107-004,Oahu,1956,5.8,,,,,62,127
3-2107-005,Oahu,1956,1.9,,,,,40,91
3-2255-036,Oahu,1956,20.5,,,,,119,240
3-2357-020,Oahu,1956,19.1,,,,,14,420
3-2409-022,Oahu,1956,1.5,,,,,59,72
3-2409-023,Oahu,1956,2.3,,,,,67,85
3-2901-010,Oahu,1956,,,,,,287,287
3-3704-001,Oahu,1956,2.6,,,,,32,36
3-3902-002,Oahu,1956,130,,,,,511,560
3-3903-001,Oahu,1956,2.1,,,,,50,57
3-4002-007,Oahu,1956,13.1,,,,,20,20
6-0040-001,Maui,1956,,,,,,15,60
6-4226-011,Maui,1956,,,,,,,157
6-4627-019,Maui,1956,,,,,,,
6-5240-004,Maui,1956,4,,,,,10,55
6-5326-002,Maui,1956,,,,,,15,50
6-5841-001,Maui,1956,,,,,,15,53
8-2554-001,Hawaii,1956,,,,,,,193
3-2355-006,Oahu,1955,20.8,,,72.5,22.5,258,360
3-2355-007,Oahu,1955,22,,,72.5,22.5,258,358
3-3405-002,Oahu,1955,12.2,,,72.5,22.5,197,343
3-3405-001,Oahu,1955,12.2,,,71.24,21.8,196,337
3-3605-015,Oahu,1955,,,,70.88,21.6,7,45
3-2358-037,Oahu,1955,20.8,,,70.16,21.2,13,98
3-3404-001,Oahu,1955,,,,69.98,21.1,249,235
3-2358-038,Oahu,1955,17.64,,,68.9,20.5,12,100
8-2755-001,Hawaii,1955,,,,66.2,19,45,40
2-1019-002,Kauai,1955,53,,,,,285,700
3-1549-002,Oahu,1955,,,,,,,135
3-1647-003,Oahu,1955,,,,,,,70
3-1742-001,Oahu,1955,0.7,,,,,23,48
3-1750-006,Oahu,1955,,,,,,,122
3-1750-007,Oahu,1955,,,,,,,120
3-1750-008,Oahu,1955,,,,,,,90
3-1852-007,Oahu,1955,,,,,,8,95
3-2101-013,Oahu,1955,22.6,,,,,3,225
3-2107-001,Oahu,1955,3.2,,,,,203,210
3-2201-012,Oahu,1955,25.6,,,,,32,145
3-2255-034,Oahu,1955,21.5,,,,,120,121
3-2348-002,Oahu,1955,310.4,,,,,274,418
3-2348-003,Oahu,1955,289.9,,,,,293,280
3-2348-004,Oahu,1955,308.9,,,,,309,182
3-2356-050,Oahu,1955,,,,,,102,327
3-2359-013,Oahu,1955,19,,,,,8,130
3-2409-017,Oahu,1955,1.2,,,,,45,60
3-2409-018,Oahu,1955,1,,,,,50,59
3-2409-019,Oahu,1955,1.4,,,,,55,80
3-2409-020,Oahu,1955,1.6,,,,,51,60
3-2409-021,Oahu,1955,1.1,,,,,60,70
3-2455-001,Oahu,1955,22.1,,,,,168,321
3-2459-016,Oahu,1955,19.7,,,,,22,131
3-2508-006,Oahu,1955,2.3,,,,,64,82
3-2508-007,Oahu,1955,2.7,,,,,77,85
3-2508-008,Oahu,1955,2.5,,,,,71,84
3-2509-005,Oahu,1955,1.7,,,,,57,66
3-2509-006,Oahu,1955,1.6,,,,,49,59
3-2609-018,Oahu,1955,2.5,,,,,36,41
3-2651-002,Oahu,1955,218,,,,,218,
3-2710-007,Oahu,1955,,,,,,,54
3-2801-001,Oahu,1955,30.19,,,,,636,785
3-2812-008,Oahu,1955,,,,,,25,30
3-3605-014,Oahu,1955,,,,,,10,60
3-3605-016,Oahu,1955,,,,,,7,45
3-3605-017,Oahu,1955,,,,,,8,37
3-3605-018,Oahu,1955,4.3,,,,,6,42
3-3605-019,Oahu,1955,4.5,,,,,6,45
3-3605-020,Oahu,1955,4.4,,,,,6,43
3-3605-021,Oahu,1955,4.5,,,,,6,42
3-3605-022,Oahu,1955,4.5,,,,,5,41
3-3605-023,Oahu,1955,4.5,,,,,6,40
3-3605-024,Oahu,1955,,,,,,11,263
3-3605-025,Oahu,1955,,,,,,6,33
3-4002-006,Oahu,1955,2.1,,,,,32,109
3-2348-001,Oahu,1954,298.6,,,70.52,21.4,290,273
3-2358-032,Oahu,1954,15.36,,,68.9,20.5,5,132
3-2358-033,Oahu,1954,15.55,,,68.9,20.5,5,136
3-2358-034,Oahu,1954,15.83,,,68.72,20.4,6,156
2-0719-001,Kauai,1954,22,,,,,209,367
2-0719-002,Kauai,1954,11,,,,,316,642
2-0720-002,Kauai,1954,66,,,,,262,580
2-1019-001,Kauai,1954,51,,,,,281,496
2-1020-001,Kauai,1954,12,,,,,280,620
2-5529-003,Kauai,1954,58.9,,,,,464,719
3-1647-002,Oahu,1954,,,,,,,60
3-1649-010,Oahu,1954,,,,,,,85
3-1749-020,Oahu,1954,,,,,,,28
3-1749-021,Oahu,1954,,,,,,,28
3-1952-031,Oahu,1954,,,,,,,42
3-2046-001,Oahu,1954,635.9,,,,,777,805
3-2046-002,Oahu,1954,667.8,,,,,1008,1036
3-2047-002,Oahu,1954,685.3,,,,,1272,1230
3-2201-011,Oahu,1954,17.5,,,,,4,175
3-2255-033,Oahu,1954,18.3,,,,,57,85
3-2356-049,Oahu,1954,,,,,,102,327
3-2358-035,Oahu,1954,15.2,,,,,12,102
3-2358-036,Oahu,1954,15.08,,,,,13,102
3-2359-011,Oahu,1954,19.8,,,,,30,130
3-2400-001,Oahu,1954,17.4,,,,,200,355
3-2400-002,Oahu,1954,18.2,,,,,200,355
3-2409-014,Oahu,1954,1.8,,,,,55,71
3-2409-015,Oahu,1954,1.8,,,,,47,47
3-2409-016,Oahu,1954,,,,,,55,65
3-2410-001,Oahu,1954,1.3,,,,,36,54
3-2600-001,Oahu,1954,27.8,,,,,304,353
3-2608-001,Oahu,1954,,,,,,75,87
3-2609-017,Oahu,1954,,,,,,35,42
3-2610-007,Oahu,1954,,,,,,25,38
3-2711-010,Oahu,1954,,,,,,,50
3-2751-007,Oahu,1954,,,,,,10,8
3-2759-002,Oahu,1954,24.2,,,,,564,681
4-0349-001,Molokai,1954,5,,,,,21,20
4-0601-001,Molokai,1954,,,,,,,26
5-4953-002,Lanai,1954,,,,,,,
6-5328-026,Maui,1954,,,,,,300,214
6-5425-002,Maui,1954,,,,,,,231
3-2359-008,Oahu,1953,15.58,,,73.4,23,7,96
3-2359-006,Oahu,1953,15.6,,,72.68,22.6,6,127
2-5427-001,Kauai,1953,42.16,,,72.5,22.5,245,455
3-2359-004,Oahu,1953,16,,,71.96,22.2,11,105
3-2359-005,Oahu,1953,17.1,,,70.7,21.5,9,150
3-2358-029,Oahu,1953,15.88,,,68.9,20.5,12,179
3-2358-031,Oahu,1953,14.54,,,68.9,20.5,8,116
3-2358-027,Oahu,1953,17.3,,,68.36,20.2,8,100
3-2358-028,Oahu,1953,16.3,,,68.36,20.2,15,118
2-0720-001,Kauai,1953,67,,,,,352,414
2-5426-003,Kauai,1953,35,,,,,222,576
2-5725-002,Kauai,1953,,,,,,341,44
2-5725-003,Kauai,1953,,,,,,423,101
2-5725-004,Kauai,1953,,,,,,421,98
3-1750-005,Oahu,1953,,,,,,,154
3-1852-006,Oahu,1953,,,,,,,94
3-2042-004,Oahu,1953,25,,,,,70,100
3-2047-001,Oahu,1953,1012.6,,,,,1272,452
3-2246-001,Oahu,1953,74.2,,,,,92,349
3-2358-030,Oahu,1953,15.2,,,,,11,103
3-2359-007,Oahu,1953,15.75,,,,,11,140
3-2359-009,Oahu,1953,15.6,,,,,8,102
3-2409-012,Oahu,1953,,,,,,58,76
3-2409-013,Oahu,1953,1.5,,,,,58,77
3-2458-003,Oahu,1953,18.7,,,,,120,150
3-2458-004,Oahu,1953,17.5,,,,,120,140
3-2509-004,Oahu,1953,2.2,,,,,56,73
3-2609-016,Oahu,1953,2.9,,,,,43,80
3-2657-002,Oahu,1953,22.4,,,,,360,600
3-2709-017,Oahu,1953,3.9,,,,,75,118
3-2709-018,Oahu,1953,3.4,,,,,85,115
6-5328-025,Maui,1953,,,,,,30,26
6-5330-009,Maui,1953,23.3,,,,,353,600
6-5330-010,Maui,1953,21.5,,,,,353,600
6-5427-005,Maui,1953,,,,,,,257
6-5427-006,Maui,1953,,,,,,,250
6-5427-007,Maui,1953,,,,,,255,255
3-2358-026,Oahu,1952,17.8,,,68.72,20.4,8,150
2-0320-002,Kauai,1952,55,,,,,90,230
3-1851-051,Oahu,1952,3.6,,,,,18,71
3-1851-052,Oahu,1952,,,,,,,100
3-2043-002,Oahu,1952,29,,,,,142,280
3-2308-002,Oahu,1952,3.7,,,,,115,154
3-2409-008,Oahu,1952,2.4,,,,,55,73
3-2409-009,Oahu,1952,2.3,,,,,53,72
3-2409-010,Oahu,1952,,,,,,55,69
3-2409-011,Oahu,1952,1.7,,,,,52,70
3-2458-002,Oahu,1952,17.2,,,,,117,155
3-2508-005,Oahu,1952,2.5,,,,,72,91
3-2510-003,Oahu,1952,,,,,,16,16
3-2610-006,Oahu,1952,2.2,,,,,51,63
3-2657-001,Oahu,1952,30.9,,,,,367,500
3-2709-016,Oahu,1952,4.1,,,,,44,86
3-2812-002,Oahu,1952,,,,,,20,71
3-2812-004,Oahu,1952,5,,,,,60,
3-3404-002,Oahu,1952,18,,,,,227,267
3-3505-021,Oahu,1952,,,,,,65,311
3-3505-022,Oahu,1952,9.2,,,,,79,306
4-0603-004,Molokai,1952,,,,,,,10
6-5227-005,Maui,1952,,,,,,79,
6-5330-008,Maui,1952,,,,,,364,466
6-5640-001,Maui,1952,,,,,,300,
3-3407-025,Oahu,1951,11,,,77,25,63,320
3-2358-025,Oahu,1951,17.55,,,68,20,13,150
2-5529-002,Kauai,1951,11,,,,,510,533
2-5530-002,Kauai,1951,124,,,,,440,750
3-1740-005,Oahu,1951,,,,,,100,200
3-1852-005,Oahu,1951,,,,,,,40
3-1907-001,Oahu,1951,1.5,,,,,8,30
3-1952-029,Oahu,1951,,,,,,,40
3-1952-030,Oahu,1951,,,,,,7,75
3-2408-003,Oahu,1951,2.1,,,,,46,66
3-2408-004,Oahu,1951,2.1,,,,,42,63
3-2409-005,Oahu,1951,1.4,,,,,49,76
3-2409-006,Oahu,1951,1.4,,,,,49,64
3-2409-007,Oahu,1951,2.8,,,,,56,73
3-2508-004,Oahu,1951,2.7,,,,,78,97
3-2509-003,Oahu,1951,2.3,,,,,57,66
3-2558-010,Oahu,1951,,,,,,150,170
3-2609-015,Oahu,1951,4,,,,,31,51
3-2709-015,Oahu,1951,11.7,,,,,89,147
6-4026-003,Maui,1951,,,,,,,32
6-4226-007,Maui,1951,,,,,,,65
6-4226-008,Maui,1951,,,,,,,75
6-4226-009,Maui,1951,,,,,,,114
6-4226-010,Maui,1951,,,,,,,63
6-4326-005,Maui,1951,,,,,,,47
6-5330-007,Maui,1951,23.7,,,,,484,585
2-5523-001,Kauai,1950,4.8,,,72.5,22.5,27,107
2-5530-001,Kauai,1950,62,,,72.5,22.5,499,622
3-2750-007,Oahu,1950,38.3,,,68.54,20.3,39,155
6-4126-001,Maui,1950,7,,,68,20,85,90
5-4852-004,Lanai,1950,1593.33,,,0,-17.77777778,,
2-5429-001,Kauai,1950,11.8,,,,,372,600
2-5430-001,Kauai,1950,366,,,,,386,394
2-5529-001,Kauai,1950,64,,,,,511,530
2-5630-001,Kauai,1950,64,,,,,626,625
3-1740-004,Oahu,1950,3.3,,,,,139,
3-1750-004,Oahu,1950,,,,,,,62
3-1840-007,Oahu,1950,0.8,,,,,75,89
3-1952-026,Oahu,1950,,,,,,,36
3-1952-027,Oahu,1950,,,,,,,35
3-1952-028,Oahu,1950,,,,,,,35
3-2357-019,Oahu,1950,20,,,,,9,444
3-2408-002,Oahu,1950,2.2,,,,,59,75
3-2409-001,Oahu,1950,2.4,,,,,56,
3-2409-003,Oahu,1950,2.3,,,,,56,73
3-2409-004,Oahu,1950,2.3,,,,,59,73
3-2508-003,Oahu,1950,2.8,,,,,78,80
3-2509-002,Oahu,1950,2.3,,,,,57,66
3-2510-002,Oahu,1950,1.8,,,,,33,50
3-2609-014,Oahu,1950,3.4,,,,,70,84
3-2610-005,Oahu,1950,4.3,,,,,21,37
3-2709-014,Oahu,1950,9.2,,,,,90,93
3-2711-002,Oahu,1950,1.5,,,,,24,42
3-2809-006,Oahu,1950,418,,,,,418,
3-2812-009,Oahu,1950,,,,,,,22
4-0602-003,Molokai,1950,,,,,,3,10
4-0901-001,Molokai,1950,10.6,,,,,981,1064
5-4852-002,Lanai,1950,1570,,,,,2296,1122
5-4952-002,Lanai,1950,1589,,,,,2327,1178
5-4954-001,Lanai,1950,1078,,,,,1850,1199
5-5054-001,Lanai,1950,1064,,,,,,
6-4026-001,Maui,1950,10.8,,,,,,24
6-4026-002,Maui,1950,,,,,,,32
6-4427-005,Maui,1950,,,,,,,82
6-4627-012,Maui,1950,,,,,,,31
6-4627-013,Maui,1950,3.1,,,,,20,29
6-5330-006,Maui,1950,27.3,,,,,310,431
8-3800-001,Hawaii,1950,,,,,,40,60
3-2358-023,Oahu,1949,17.08,,,68.9,20.5,12,150
8-3900-001,Hawaii,1949,8.5,,,68,20,92,137
3-1751-002,Oahu,1949,,,,,,,150
3-1840-005,Oahu,1949,0.6,,,,,67,83
3-2308-001,Oahu,1949,26,,,,,60,61
3-2358-024,Oahu,1949,16.7,,,,,23,120
3-2408-001,Oahu,1949,2,,,,,33,55
3-2709-013,Oahu,1949,3.4,,,,,83,112
3-2750-005,Oahu,1949,9.2,,,,,9,96
3-2750-006,Oahu,1949,37.2,,,,,45,180
3-2850-003,Oahu,1949,18,,,,,32,120
3-2850-004,Oahu,1949,9.2,,,,,19,204
3-2850-005,Oahu,1949,16.6,,,,,25,197
3-2850-006,Oahu,1949,8.5,,,,,27,191
3-2850-007,Oahu,1949,7.3,,,,,13,160
3-3803-002,Oahu,1949,1.8,,,,,36,105
3-4002-005,Oahu,1949,2.5,,,,,70,140
6-4226-005,Maui,1949,,,,,,,22
6-4226-006,Maui,1949,,,,,,,59
6-4327-003,Maui,1949,,,,,,,26
6-4327-004,Maui,1949,,,,,,,22
6-4327-005,Maui,1949,,,,,,,38
6-4427-004,Maui,1949,,,,,,,24
6-4527-007,Maui,1949,,,,,,,42
6-4600-001,Maui,1949,5,,,,,256,280
6-4626-001,Maui,1949,3,,,,,236,260
6-4627-011,Maui,1949,,,,,,,19
6-5427-003,Maui,1949,,,,,,,237
6-5427-004,Maui,1949,,,,,,,245
2-5842-003,Kauai,1948,8.9,,,76.64,24.8,45,48
2-5843-001,Kauai,1948,11,,,75.2,24,57,53
3-2558-009,Oahu,1948,,,,72.5,22.5,400,435
3-4002-004,Oahu,1948,2.7,,,71.96,22.2,66,125
8-7347-002,Hawaii,1948,7.8,,,69.8,21,342,505
4-0801-001,Molokai,1948,10.7,,,69.44,20.8,1005,1095
3-2358-022,Oahu,1948,18.56,,,68.9,20.5,9,169
3-2751-001,Oahu,1948,63.3,,,68.18,20.1,53,175
3-2358-021,Oahu,1948,17.43,,,68,20,9,120
3-2057-004,Oahu,1948,,,,,,,55
3-2155-005,Oahu,1948,20.5,,,,,62,682
3-2245-003,Oahu,1948,116.2,,,,,117,260
3-2349-001,Oahu,1948,570,,,,,570,
3-2356-046,Oahu,1948,14.5,,,,,33,61
3-2356-047,Oahu,1948,15,,,,,42,73
3-2356-048,Oahu,1948,12.5,,,,,21,51
3-2459-015,Oahu,1948,22.2,,,,,146,161
3-2509-001,Oahu,1948,,,,,,55,80
3-2558-001,Oahu,1948,29.7,,,,,150,278
3-2558-002,Oahu,1948,,,,,,185,218
3-2558-003,Oahu,1948,,,,,,106,137
3-2558-004,Oahu,1948,,,,,,134,200
3-2558-005,Oahu,1948,,,,,,149,178
3-2558-006,Oahu,1948,,,,,,425,475
3-2558-007,Oahu,1948,,,,,,391,409
3-2558-008,Oahu,1948,,,,,,438,493
6-4326-004,Maui,1948,,,,,,,103
6-4427-003,Maui,1948,,,,,,,22
6-4527-004,Maui,1948,,,,,,,47
6-4527-005,Maui,1948,,,,,,,70
6-4527-006,Maui,1948,,,,,,,28
6-4627-008,Maui,1948,,,,,,,116
6-4627-009,Maui,1948,,,,,,,35
6-4627-010,Maui,1948,,,,,,,19
6-4727-002,Maui,1948,,,,,,,17
6-4806-048,Maui,1948,1117,,,,,1396,1411
6-5518-002,Maui,1948,,,,,,495,326
6-5518-003,Maui,1948,,,,,,495,535
8-4203-013,Hawaii,1948,,,,,,23,25
8-4203-014,Hawaii,1948,,,,,,23,25
2-5635-001,Kauai,1947,20,,,72.5,22.5,376,364
3-2355-003,Oahu,1947,17.7,,,70.7,21.5,304,342
3-2355-005,Oahu,1947,18.5,,,70.7,21.5,304,344
3-2901-009,Oahu,1947,275,,,70.7,21.5,873,990
3-2750-004,Oahu,1947,46.9,,,68.36,20.2,48,172
3-1740-003,Oahu,1947,0.8,,,,,96,105
3-1840-004,Oahu,1947,2.2,,,,,88,110
3-1852-003,Oahu,1947,,,,,,,52
3-1852-004,Oahu,1947,,,,,,,64
3-1952-024,Oahu,1947,,,,,,,80
3-1952-025,Oahu,1947,,,,,,,81
3-2355-004,Oahu,1947,,,,,,304,289
3-2409-002,Oahu,1947,2.3,,,,,56,73
3-2510-001,Oahu,1947,2.2,,,,,32,118
3-2651-001,Oahu,1947,585,,,,,585,
3-2712-033,Oahu,1947,,,,,,20,
3-2750-003,Oahu,1947,33.2,,,,,40,121
3-2850-002,Oahu,1947,,,,,,30,60
3-3307-016,Oahu,1947,21,,,,,185,317
3-3406-004,Oahu,1947,9.7,,,,,35,60
6-4326-003,Maui,1947,,,,,,,34
6-4327-001,Maui,1947,,,,,,,38
6-4327-002,Maui,1947,,,,,,,31
6-4527-003,Maui,1947,,,,,,,20
6-4627-003,Maui,1947,,,,,,,29
6-4627-004,Maui,1947,,,,,,,18
6-4627-005,Maui,1947,,,,,,,
6-4627-006,Maui,1947,,,,,,,23
6-4627-007,Maui,1947,,,,,,,24
6-5427-002,Maui,1947,,,,,,,200
6-5429-001,Maui,1947,,,,,,,31
8-1128-001,Hawaii,1947,228,,,,,774,547
8-3117-001,Hawaii,1947,5000,,,,,5080,80
3-3506-006,Oahu,1946,10.6,,,71.6,22,7,250
3-3406-003,Oahu,1946,10.8,,,71.24,21.8,9,198
